Temps	Axial D?lacement	Axial Force	Axial fl?he	Axial CMOD*2	Canon
Sec	mm	N	mm	mm	unitless
568.01465	-1.7053336	-2403.052	0.000113323	-0.008276403	0
568.51465	-1.7074198	-2410.386	3.97E-05	-0.008370578	0
569.01465	-1.708129	-2413.9075	8.82E-05	-0.008381605	0
569.51465	-1.7102867	-2419.3384	4.66E-05	-0.008495152	0
570.01465	-1.7099053	-2425.0222	9.37E-05	-0.008369982	0
570.51465	-1.7122477	-2426.1299	8.78E-05	-0.008487105	0
571.01465	-1.7135173	-2431.2151	0.000114553	-0.0084728	0
571.51465	-1.7151326	-2439.249	0.000107083	-0.00862211	0
572.01465	-1.7163903	-2445.0415	8.50E-05	-0.008488298	0
572.51465	-1.7170519	-2452.1655	9.36E-05	-0.008636415	1
573.01465	-1.7191499	-2458.3462	4.36E-05	-0.008569658	0
573.51465	-1.7208248	-2471.3254	7.21E-05	-0.008761585	0
574.01465	-1.7201692	-2477.1797	9.53E-05	-0.008715391	0
574.51465	-1.7217487	-2487.2466	0.000119712	-0.008795559	0
575.01465	-1.7226905	-2497.3074	6.30E-05	-0.00888437	0
575.51465	-1.7258257	-2507.0925	8.37E-05	-0.008970499	0
576.01465	-1.728341	-2517.6443	6.48E-05	-0.008926392	0
576.51465	-1.7295986	-2525.0396	8.13E-05	-0.009075701	0
577.01465	-1.7307848	-2530.3086	0.000105016	-0.009127557	0
577.51465	-1.73271	-2538.3579	9.90E-05	-0.009115338	0
578.01465	-1.7346352	-2543.189	8.28E-05	-0.009108484	0
578.51465	-1.736477	-2549.9949	7.64E-05	-0.009169877	0
579.01465	-1.7386407	-2552.5232	9.09E-05	-0.009278655	0
579.51465	-1.7392486	-2564.5808	9.99E-05	-0.009272993	0
580.01465	-1.740399	-2568.4172	6.80E-05	-0.009319782	0
580.51465	-1.7414421	-2574.1799	6.80E-05	-0.009348393	0
581.01465	-1.743719	-2580.5718	4.01E-05	-0.009414256	0
581.51465	-1.7436653	-2589.3269	6.56E-05	-0.009507537	0
582.01465	-1.7455429	-2593.6233	9.31E-05	-0.009513497	0
582.51465	-1.7477602	-2600.6814	4.84E-05	-0.009588301	0
583.01465	-1.7486185	-2615.939	7.93E-05	-0.009668469	1
583.51465	-1.7505497	-2623.3752	0.000104345	-0.009742081	1
584.01465	-1.7537206	-2639.3792	3.12E-05	-0.009665787	0
584.51465	-1.7529875	-2644.8254	4.97E-05	-0.009742677	0
585.01465	-1.7549962	-2650.6375	7.26E-05	-0.009787679	0
585.51465	-1.756075	-2657.0361	5.41E-05	-0.009947121	0
586.01465	-1.7577916	-2660.5845	9.74E-05	-0.010040104	0
586.51465	-1.7596394	-2667.6025	0.000118613	-0.009930432	0
587.01465	-1.7617315	-2674.4666	8.92E-05	-0.009985864	0
587.51465	-1.7608851	-2681.8657	4.80E-05	-0.010176003	0
588.01465	-1.7642766	-2694.123	9.52E-05	-0.01008153	0
588.51465	-1.7659277	-2700.4824	7.74E-05	-0.010153949	0
589.01465	-1.7660111	-2707.7026	3.28E-05	-0.01005739	0
589.51465	-1.7674297	-2723.0903	0.000101849	-0.010207593	0
590.01465	-1.772061	-2727.55	8.58E-05	-0.010303855	0
590.51465	-1.7722696	-2738.5986	4.21E-05	-0.010314286	0
591.01465	-1.7729551	-2753.8391	9.40E-05	-0.010396838	0
591.51465	-1.7730564	-2762.8228	0.000107251	-0.010420978	0
592.01465	-1.7768651	-2773.1404	4.82E-05	-0.010511875	0
592.51465	-1.7777115	-2781.0789	0.00016585	-0.010601282	0
593.01465	-1.7798275	-2788.7366	9.82E-05	-0.01058042	0
593.51465	-1.780811	-2797.8428	0.000109039	-0.010606647	0
594.01465	-1.7825276	-2807.8867	6.21E-05	-0.010670125	1
594.51465	-1.7826349	-2815.8608	4.59E-05	-0.01082629	0
595.01465	-1.7849594	-2827.3516	0.000113565	-0.010794699	0
595.51465	-1.785025	-2836.2375	9.45E-05	-0.010852814	0
596.01465	-1.7889053	-2846.9688	8.13E-05	-0.010912716	0
596.51465	-1.7895967	-2852.0647	9.51E-05	-0.010955334	0
597.01465	-1.7921835	-2862.9202	5.01E-05	-0.011027157	0
597.51465	-1.7923325	-2869.9214	0.000121556	-0.010934174	0
598.01465	-1.7946035	-2878.2205	8.58E-05	-0.011063516	0
598.51465	-1.7941862	-2889.3396	9.86E-05	-0.011151135	0
599.01465	-1.7970651	-2898.8552	5.72E-05	-0.011188388	0
599.51465	-1.7987698	-2908.3164	3.37E-05	-0.011188984	0
600.01465	-1.8007249	-2918.2065	0.000119284	-0.011275709	0
600.51465	-1.8021792	-2927.23	9.42E-05	-0.011354983	0
601.01465	-1.8026799	-2935.7036	0.000132024	-0.011351109	0
601.51465	-1.8049687	-2948.9661	9.83E-05	-0.011409819	0
602.01465	-1.8063694	-2957.481	8.42E-05	-0.011452734	0
602.51465	-1.8068939	-2966.2698	9.31E-05	-0.011616945	0
603.01465	-1.8095046	-2977.47	6.92E-05	-0.011636913	0
603.51465	-1.8107504	-2987.1348	6.68E-05	-0.01167804	0
604.01465	-1.8138319	-2999.3147	5.64E-05	-0.011695325	0
604.51465	-1.8142432	-3002.4954	9.48E-05	-0.011718273	1
605.01465	-1.8165201	-3007.8701	8.05E-05	-0.011842549	0
605.51465	-1.8172055	-3024.3918	5.51E-05	-0.011869073	0
606.01465	-1.8179804	-3040.5413	4.89E-05	-0.011926293	0
606.51465	-1.8205315	-3043.3647	4.89E-05	-0.011973083	0
607.01465	-1.8222898	-3048.7922	7.43E-05	-0.011961162	0
607.51465	-1.8241972	-3054.3293	7.37E-05	-0.012009144	0
608.01465	-1.8245548	-3060.7454	7.37E-05	-0.01203537	0
608.51465	-1.8264443	-3064.9963	7.72E-05	-0.012026429	0
609.01465	-1.8283337	-3069.2205	0.000107102	-0.012054145	0
609.51465	-1.8285364	-3074.0713	7.18E-05	-0.012142658	0
610.01465	-1.8307835	-3074.4871	8.79E-05	-0.012256205	0
610.51465	-1.8308073	-3076.4131	6.57E-05	-0.012142658	0
611.01465	-1.8325776	-3083.7522	9.14E-05	-0.012160242	0
611.51465	-1.8333286	-3091.0156	8.84E-05	-0.012329817	0
612.01465	-1.834783	-3099.2715	7.06E-05	-0.012292266	0
612.51465	-1.8371195	-3110.7161	0.000112597	-0.012287199	0
613.01465	-1.8397242	-3120.0132	7.18E-05	-0.012280941	0
613.51465	-1.8403143	-3135.6243	5.57E-05	-0.012480617	0
614.01465	-1.841864	-3145.7014	7.32E-05	-0.012486279	0
614.51465	-1.8442184	-3158.5852	7.88E-05	-0.012577772	0
615.01465	-1.8450946	-3164.677	8.25E-05	-0.012612641	1
615.51465	-1.8466562	-3175.2522	9.02E-05	-0.012692809	0
616.01465	-1.8480748	-3185.3354	8.32E-05	-0.012607872	0
616.51465	-1.8503517	-3190.6436	7.44E-05	-0.012681186	0
617.01465	-1.8510729	-3195.6384	4.79E-05	-0.01269877	0
617.51465	-1.8524617	-3203.593	0.000101961	-0.012831092	0
618.01465	-1.8546671	-3212.4946	0.000104066	-0.012874603	0
618.51465	-1.8562168	-3222.6057	8.34E-05	-0.012906194	0
619.01465	-1.8568367	-3229.9053	1.35E-05	-0.012916625	0
619.51465	-1.8594176	-3241.5122	9.78E-05	-0.013048351	0
620.01465	-1.8604547	-3251.9285	0.00012299	-0.013093948	0
620.51465	-1.8611521	-3263.6804	0.000115056	-0.013145208	0
621.01465	-1.8640071	-3275.1272	3.19E-05	-0.013120472	0
621.51465	-1.863572	-3282.2913	8.61E-05	-0.013257861	0
622.01465	-1.8676311	-3290.8264	5.60E-05	-0.013254583	0
622.51465	-1.8681854	-3294.4578	8.33E-05	-0.013349652	0
623.01465	-1.8695921	-3303.7302	1.46E-05	-0.013338029	0
623.51465	-1.8705338	-3313.8398	0.00012828	-0.013413727	0
624.01465	-1.8726081	-3323.085	0.000107456	-0.013544858	0
624.51465	-1.8747002	-3331.0776	5.40E-05	-0.013481677	0
625.01465	-1.8755585	-3347.1289	9.47E-05	-0.013612211	0
625.51465	-1.8777996	-3354.4656	2.68E-05	-0.01368165	1
626.01465	-1.8778056	-3368.6633	0.000115968	-0.013692081	0
626.51465	-1.8815428	-3376.7896	9.51E-05	-0.013786554	0
627.01465	-1.8811375	-3384.0918	8.97E-05	-0.013903081	0
627.51465	-1.8831521	-3392.2703	3.12E-05	-0.013979971	0
628.01465	-1.8843859	-3398.3928	0.000102688	-0.013905764	0
628.51465	-1.8861622	-3406.6223	7.08E-05	-0.014072061	0
629.01465	-1.8875867	-3415.1746	8.24E-05	-0.014045537	0
629.51465	-1.889661	-3426.1624	0.000132713	-0.014154613	0
630.01465	-1.8916219	-3433.7874	6.90E-05	-0.014236867	0
630.51465	-1.8909484	-3444.813	0.000119079	-0.014166534	0
631.01465	-1.8920451	-3453.165	8.77E-05	-0.014300346	0
631.51465	-1.8940002	-3464.2429	7.62E-05	-0.014388859	0
632.01465	-1.8978864	-3469.5662	0.000118315	-0.01442045	0
632.51465	-1.8970221	-3477.5925	6.91E-05	-0.014500916	0
633.01465	-1.8996865	-3490.4412	5.43E-05	-0.014599264	0
633.51465	-1.9017905	-3499.1904	7.10E-05	-0.014608204	0
634.01465	-1.9037336	-3509.688	8.84E-05	-0.014636219	0
634.51465	-1.9046634	-3513.5134	0.000115987	-0.014645755	0
635.01465	-1.9050568	-3524.1609	7.22E-05	-0.014619827	0
635.51465	-1.9077688	-3532.324	8.70E-05	-0.014773905	0
636.01465	-1.9089133	-3538.3748	5.07E-05	-0.014773607	1
636.51465	-1.9083112	-3547.7859	9.48E-05	-0.014863908	1
637.01465	-1.9115359	-3552.5537	9.66E-05	-0.014983416	0
637.51465	-1.9127458	-3560.9282	8.50E-05	-0.015063286	0
638.01465	-1.9146353	-3572.3398	7.40E-05	-0.015085638	0
